date,AAPL,MSFT,AMZN,JNJ,XOM,BRK-B,JPM,GOOGL,GOOG,SPX
2014/2/27,527.67,37.86,360.13,91.36,95.84,114.58,56.69,1219.21,1219.2122,1854.29
2014/2/28,526.24,38.31,362.1,92.12,96.27,115.78,56.82,1215.65,1215.6521,1859.45
2014/3/3,527.76,37.78,359.78,91.56,95.5,116.06,56.21,1202.69,1202.6921,1845.73
2014/3/4,531.24,38.41,363.9,93.34,96.52,118.57,57.26,1214.91,1214.912,1873.91
2014/3/5,532.36,38.11,372.37,92.59,93.8,118.98,58.16,1218.26,1218.2621,1873.8101
2014/3/6,530.75,38.15,372.16,92.89,93.76,121.2,58.9,1219.61,1219.6121,1877.03
2014/3/7,530.44,37.9,372.06,93.32,94.99,122.67,59.4,1214.79,1214.7921,1878.04
2014/3/10,530.92,37.82,370.53,93.45,95.5,124.1,59.2,1211.57,1211.572,1877.17
2014/3/11,536.09,38.02,368.82,93.49,94.01,124.69,58.19,1199.99,1199.992,1867.63
2014/3/12,536.61,38.27,370.64,93.6,94.21,125.17,57.92,1207.3,1207.3021,1868.2
2014/3/13,530.65,37.89,371.51,93,93.64,123.61,57.42,1189.06,1189.062,1846.34
2014/3/14,524.69,37.7,373.74,92.81,93.47,122.51,56.8,1172.8,1172.8021,1841.13
2014/3/17,526.74,38.05,375.04,93.93,94.32,123.36,57.58,1192.1,1192.1021,1858.83
2014/3/18,531.4,39.55,378.77,93.94,94.71,123.28,58.06,1211.26,1211.262,1872.25
2014/3/19,531.26,39.27,373.23,93.59,93.73,122.62,58.3,1199.25,1199.2521,1860.77
2014/3/20,528.7,40.33,368.97,94.12,94.58,124.44,60.11,1197.16,1197.162,1872.01
2014/3/21,532.87,40.16,360.62,95.93,94.31,125.2,60.17,1183.04,1183.042,1866.52
2014/3/24,539.19,40.5,351.85,95.2,94.64,124.32,61.07,1157.93,1157.9319,1857.4399
2014/3/25,544.99,40.34,354.71,97.38,94.91,124.47,60.93,1158.72,1158.722,1865.62
2014/3/26,539.78,39.79,343.41,97.05,94.7,123.01,59.9,1131.97,1131.9719,1852.5601
2014/3/27,537.46,39.36,338.47,97.28,96.24,123.47,59.92,1114.28,558.46,1849.04
2014/3/28,536.86,40.3,338.29,97.44,97.7,123.53,60.04,1120.15,559.99,1857.62
2014/3/31,536.74,40.99,336.365,98.23,97.68,124.97,60.71,1114.51,556.97,1872.34
2014/4/1,541.65,41.42,342.99,97.94,97.73,124.88,60.67,1134.89,567.16,1885.52
2014/4/2,542.55,41.35,341.96,98.23,97.95,124.47,60.48,1135.1,567,1890.9
2014/4/3,538.79,41.01,333.62,98.26,97.93,124.31,60.66,571.5,569.74,1888.77
2014/4/4,531.82,39.87,323,98.42,97.36,123.9,59.81,545.25,543.14,1865.09
2014/4/7,523.47,39.8,317.76,97.89,96.78,123.12,59,540.63,538.15,1845.04
2014/4/8,523.44,39.82,327.07,98.06,97.45,123.13,58.85,557.51,554.9,1851.96
2014/4/9,530.32,40.47,331.805,98.95,97.33,124.01,59.27,567.04,564.14,1872.1801
2014/4/10,523.48,39.36,317.11,96.54,96.78,122.27,57.4,546.69,540.95,1833.08
2014/4/11,519.61,39.209,311.73,96.87,96.72,121.7,55.3,537.76,530.6,1815.6899
2014/4/14,521.68,39.18,315.91,97.14,97.86,122.29,54.96,545.2,532.52,1830.61
2014/4/15,517.9599,39.75,316.08,99.2,98.68,123.77,54.8,548.7,536.44,1842.98
2014/4/16,519.01,40.4,323.68,98.75,99.94,126,55.26,563.9,556.54,1862.3101
2014/4/17,524.94,40.01,324.91,98.96,100.42,127.18,55.22,543.34,536.1,1864.85
2014/4/21,531.17,39.94,330.87,100,100.93,126.5,55.03,539.37,528.62,1871.89
2014/4/22,531.699,39.99,329.32,100.18,100.37,127.15,55.81,545.5,534.81,1879.55
2014/4/23,524.75,39.69,324.58,100.22,100.5,127.2,56.05,537.51,526.94,1875.39
2014/4/24,567.77,39.86,337.15,99.96,100.01,126.95,56.19,534.44,525.16,1878.61
2014/4/25,571.94,39.91,303.83,99.79,100.41,127.26,55.7,523.1,516.18,1863.4
2014/4/28,594.09,40.87,296.58,101.34,101.17,127.7,55.49,522.98,517.15,1869.4301
2014/4/29,592.33,40.51,300.38,101.03,101.45,128.49,56.1,536.33,527.7,1878.33
2014/4/30,590.09,40.4,304.13,101.29,102.41,128.85,55.98,534.88,526.66,1883.95
2014/5/1,591.48,40,307.89,100.53,101.41,129.06,55.72,538.53,531.35,1883.6801
2014/5/2,592.58,39.69,308.01,99.31,102.01,128.09,55.58,533.87,527.93,1881.14
2014/5/5,600.96,39.43,310.05,100,102.91,126.61,54.22,535.33,527.81,1884.66
2014/5/6,594.41,39.06,297.38,99.51,102.67,124.67,53.34,522.57,515.14,1867.72
2014/5/7,592.33,39.425,292.71,100.91,103.11,127.45,54.05,518,509.96,1878.21
2014/5/8,587.99,39.64,288.32,100.5,102.32,126.67,54.36,520.17,511,1875.63
2014/5/9,585.5425,39.54,292.24,100.91,101.95,127.34,54.01,526.62,518.73,1878.48
2014/5/12,592.83,39.97,302.86,100.52,102.23,127.29,54.65,538.43,529.92,1896.65
2014/5/13,593.76,40.42,304.64,101.02,102.36,127.89,54.62,541.54,533.09,1897.45
2014/5/14,593.87,40.24,297.62,100.87,102.29,127.53,54.36,534.41,526.65,1888.53
2014/5/15,588.82,39.6,295.19,100.69,100.78,126.36,53.51,529.12,519.98,1870.85
2014/5/16,597.51,39.83,297.7,100.58,100.74,126.86,53.31,528.3,520.63,1877.86
2014/5/19,604.59,39.75,296.755,100.64,100.87,127.13,53.83,538.83,528.86,1885.08
2014/5/20,604.71,39.68,301.19,100.25,100.67,126.06,53.72,540.39,529.77,1872.83
2014/5/21,606.31,40.35,305.01,101.14,102.03,126.66,54.12,549.7,538.94,1888.03
2014/5/22,607.27,40.1,304.91,100.96,101.5,126.98,54.55,555.45,545.06,1892.49
2014/5/23,614.13,40.12,312.24,100.98,101.32,126.8,54.53,563.8,552.7,1900.53
2014/5/27,625.63,40.19,310.82,100.81,101.36,127.52,55.14,574.87,565.95,1911.91
2014/5/28,624.01,40.01,310.16,100.3,101.06,127.46,55.45,570.45,561.68,1909.78
2014/5/29,635.38,40.34,313.78,100.76,101.27,128.11,55.72,570.56,560.08,1920.03
2014/5/30,633,40.94,312.55,101.46,100.53,128.34,55.57,571.65,559.89,1923.5699
2014/6/2,628.65,40.79,308.84,102.17,99.94,127.88,55.35,564.34,553.93,1924.97
2014/6/3,637.54,40.29,307.19,102.46,100.39,126.93,55.6,554.51,544.94,1924.24
2014/6/4,644.82,40.32,306.78,102.68,100.04,127.23,55.68,553.76,544.66,1927.88
2014/6/5,647.35,41.21,323.57,103.22,100.55,128.2,56.63,564.93,553.9,1940.46
2014/6/6,645.57,41.48,329.67,103.18,101.6,128.65,56.97,566.03,556.33,1949.4399
2014/6/9,93.7,41.27,327.5,103.22,101.52,127.99,57.42,570.73,562.12,1951.27
2014/6/10,94.25,41.11,332.41,104.1,101.46,128.25,57.9,568.3,560.55,1950.79
2014/6/11,93.86,40.86,335.2,103.32,101.95,128.22,57.27,567.5,558.84,1943.89
2014/6/12,92.29,40.58,325.91,102.53,101.66,127.28,57.04,559.5,551.35,1930.11
2014/6/13,91.28,41.23,326.27,102.53,102.65,126.54,57.04,560.35,551.76,1936.16
2014/6/16,92.2,41.5,327.62,102.45,102.92,126.15,56.87,552.3,544.28,1937.78
2014/6/17,92.08,41.68,325.62,101.93,102.42,126.03,57.42,550.615,543.01,1941.99
2014/6/18,92.18,41.65,334.38,102.81,102.73,127.17,57.78,560.66,553.37,1956.98
2014/6/19,91.86,41.51,327,103.81,102.63,127.25,57.3,564.99,554.9,1959.48
2014/6/20,90.91,41.68,324.2,105.27,103.83,126.74,57.55,566.52,556.36,1962.87
2014/6/23,90.83,41.99,327.24,104.75,104.38,126.67,58.19,574.29,564.95,1962.61
2014/6/24,90.28,41.745,324.16,104.59,102.73,126.78,57.42,572.54,564.62,1949.98
2014/6/25,90.36,42.03,327.44,105.76,102.14,127.13,57.53,585.93,578.65,1959.53
2014/6/26,90.9,41.72,325.69,105.65,102.03,127.1,57.39,584.77,576,1957.22
2014/6/27,91.98,42.25,324.57,104.99,101.21,127.32,57.53,585.69,577.24,1960.96
2014/6/30,92.93,41.7,324.78,104.62,100.68,126.56,57.62,584.67,575.28,1960.23
2014/7/1,93.52,41.87,332.39,105.87,101.36,127.24,57.57,591.49,582.67,1973.3199
2014/7/2,93.48,41.9,332.85,105.86,101.57,127.73,56.97,590.78,582.335,1974.62
2014/7/3,94.03,41.8,337.492,105.42,102.59,129.3,57.05,593.08,584.73,1985.4399
2014/7/7,95.968,41.99,333.55,106.47,102.65,128.7,56.67,590.76,582.25,1977.65
2014/7/8,95.35,41.78,323.81,105.72,102.83,128.22,55.76,578.4,571.09,1963.71
2014/7/9,95.39,41.67,329.97,106.04,103.55,128.75,56.02,583.36,576.08,1972.83
2014/7/10,95.035,41.685,327.92,105.8,102.57,128.45,55.56,580.04,571.1,1964.6801
2014/7/11,95.22,42.09,346.2,105.1,101.74,128.63,55.8,586.65,579.18,1967.5699
2014/7/14,96.45,42.14,355.32,105.38,102.68,128.98,56.29,594.26,584.87,1977.1
2014/7/15,95.32,42.45,354.44,103.28,102.39,128.49,58.27,593.06,584.78,1973.28
2014/7/16,94.78,44.08,355.9,102.22,103.77,128.11,58.71,590.62,582.66,1981.5699
2014/7/17,93.0899,44.53,352.454,100.37,102.31,126.52,57.86,580.82,573.7299,1958.12
2014/7/18,94.43,44.69,358.66,101.8,102.73,128.28,58.23,605.11,595.08,1978.22
2014/7/21,93.939,44.835,359.76,101.27,103.08,128.58,58.24,598.44,589.47,1973.63
2014/7/22,94.72,44.83,360.84,102.47,103.54,128.42,58.67,603.57,594.74,1983.53
2014/7/23,97.19,44.87,358.14,102.19,104.25,128.13,59,605.19,595.98,1987.01
2014/7/24,97.03,44.4,358.61,102.2,104.28,128.35,59.17,603.01,593.35,1987.98
2014/7/25,97.671,44.5,324.01,102.11,103.18,127.55,59.01,598.08,589.02,1978.34
2014/7/28,99.02,43.97,320.41,102.11,103.25,127.74,59.19,599.02,590.6,1978.91
2014/7/29,98.38,43.885,320,101.96,103.55,127.36,58.64,593.95,585.61,1969.95
2014/7/30,98.15,43.5785,322.51,102.3,103.25,127.74,58.91,595.44,587.42,1970.0699
2014/7/31,95.6,43.16,312.99,100.09,98.94,125.43,57.67,579.55,571.6,1930.67
2014/8/1,96.13,42.86,307.06,99.9,98.8,125.83,56.48,573.6,566.07,1925.15
2014/8/4,95.59,43.37,313.65,100.16,100.13,129.72,56.65,582.27,573.15,1938.99
2014/8/5,95.12,43.08,312.32,99.82,98.2,127.99,56.06,573.14,565.07,1920.21
2014/8/6,94.96,42.74,313.89,100.71,98.98,129.11,56.23,574.49,566.374,1920.24
2014/8/7,94.48,43.23,311.45,99.93,98.27,128.95,55.91,571.81,563.36,1909.5699
2014/8/8,94.74,43.2,316.8,101.08,99.74,130.9,56.34,577.94,568.77,1931.59
2014/8/11,95.99,43.2,318.33,101.16,98.73,131.95,56.32,577.25,567.88,1936.92
2014/8/12,95.97,43.52,319.32,100.63,98.49,133.06,56.35,572.12,562.73,1933.75
2014/8/13,97.24,44.08,326.28,101.74,99.09,133.08,56.72,584.56,574.78,1946.72
2014/8/14,97.5,44.27,333.21,102.02,99.09,135.3,56.98,584.65,574.65,1955.1801
2014/8/15,97.98,44.79,333.63,101.17,99.03,134.34,56.75,583.71,573.48,1955.0601
2014/8/18,99.16,45.11,334.53,102.7,99.52,135.03,57.23,592.7,582.16,1971.74
2014/8/19,100.53,45.33,335.13,102.96,99.49,134.9,57.56,597.11,586.86,1981.6
2014/8/20,100.57,44.95,335.78,103.21,99.7,134.91,57.64,595.41,584.49,1986.51
2014/8/21,100.58,45.22,332.91,104.19,99.28,136.81,58.5,592.42,583.37,1992.37
2014/8/22,101.32,45.15,331.59,103.1,98.5,135.75,58.49,592.54,582.56,1988.4
2014/8/25,101.54,45.17,334.02,103.23,98.75,136.23,59.34,590.57,580.2,1997.92
2014/8/26,100.889,45.005,341.83,103.44,99.64,136.25,59.74,588.12,577.86,2000.02
2014/8/27,102.13,44.87,343.18,103.22,99.53,136.52,59.59,583,571,2000.12
2014/8/28,102.25,44.88,340.02,102.95,99.57,136.11,59.16,580.32,569.2,1996.74
2014/8/29,102.5,45.43,339.04,103.73,99.46,137.25,59.45,582.36,571.6,2003.37
2014/9/2,103.3,45.09,342.38,103.36,98.49,137.96,59.67,588.63,577.33,2002.28
2014/9/3,98.94,44.96,339,103.76,99.11,137.73,59.7,589.52,577.94,2000.72
2014/9/4,98.12,45.26,345.95,103.84,98.36,137.95,59.71,593.14,581.98,1997.65
2014/9/5,98.97,45.91,346.38,104.42,99.26,138.07,59.91,597.78,586.08,2007.71
2014/9/8,98.36,46.47,342.34,104.05,97.77,138.28,59.89,601.63,589.72,2001.54
2014/9/9,97.99,46.76,329.75,103.8,97.39,136.89,59.06,591.97,581.01,1988.4399
2014/9/10,101,46.84,331.33,104.99,96.81,137.72,59.22,593.42,583.1,1995.6899
2014/9/11,101.43,47,330.52,104.55,97.03,137.92,59.76,591.11,581.35,1997.45
2014/9/12,101.66,46.695,331.19,104.58,95.78,137.09,60.03,584.9,575.62,1985.54
2014/9/15,101.63,46.24,323.89,104.72,96.29,138.04,59.94,581.64,573.1,1984.13
2014/9/16,100.86,46.76,327.76,105.88,97.43,138.69,59.99,588.78,579.95,1998.98
2014/9/17,101.58,46.52,324,106.19,97.08,139.61,60.31,593.29,584.77,2001.5699
2014/9/18,101.79,46.68,325,107.35,96.61,141.28,61.32,597.27,589.27,2011.36
2014/9/19,100.96,47.52,331.32,107.99,97.12,140.56,61.11,605.4,596.08,2010.4
2014/9/22,101.06,47.06,324.5,107.88,96.54,139.26,60.91,597.27,587.37,1994.29
2014/9/23,102.64,46.56,323.63,107.46,96.03,138.78,60.94,591.18,581.13,1982.77
2014/9/24,101.75,47.08,328.21,108.64,95.82,139.95,61.63,598.42,587.99,1998.3
2014/9/25,97.87,46.04,321.93,107.1,94.25,137.09,60.15,585.25,575.06,1965.99
2014/9/26,100.75,46.41,323.21,107.1,95.43,138.68,60.56,587.9,577.1,1982.85
2014/9/29,100.11,46.44,321.82,106.54,94.43,138.33,60.33,587.81,576.36,1977.8
2014/9/30,100.75,46.36,322.44,106.59,94.05,138.14,60.24,588.41,577.36,1972.29
2014/10/1,99.18,45.9,317.46,104.3,92.86,136.62,59.77,579.63,568.27,1946.16
2014/10/2,99.9,45.76,318.41,103.85,93.3,137.64,58.84,580.88,570.08,1946.17
2014/10/3,99.62,46.09,322.74,105.13,93.92,139.5,60.3,586.25,575.28,1967.9
2014/10/6,99.62,46.09,322.2,104.86,94.52,139.16,60.18,587.78,577.35,1964.8199
2014/10/7,98.75,45.53,316.98,102.39,93.37,136.72,59.27,574.1,563.74,1935.1
2014/10/8,100.8,46.78,322.7,104.91,94.61,139.94,60.4,583.74,572.5,1968.89
2014/10/9,101.02,45.85,315.37,102.08,91.82,137.09,59.08,570.81,560.88,1928.21
2014/10/10,100.73,44.03,311.39,101.23,91.6,136.76,58.52,555.19,544.49,1906.13
2014/10/13,99.81,43.65,306.45,99.12,90.84,136.38,58.16,544.75,533.21,1874.74
2014/10/14,98.75,43.73,308.31,97.01,90.55,137.39,57.99,548.69,537.94,1877.7
2014/10/15,97.54,43.22,305.97,98.21,90.22,135.64,55.53,540.73,530.03,1862.49
2014/10/16,96.26,42.74,302.86,96.78,90.6,134.7,55.08,536.92,524.51,1862.76
2014/10/17,97.67,43.63,303.64,98.7,91.21,137.09,56.2,522.97,511.17,1886.76
2014/10/20,99.76,44.08,306.21,99.2,91.77,137.23,56.63,532.38,520.84,1904.01
2014/10/21,102.47,44.88,315.33,100.36,93.65,138.97,57.93,538.03,526.54,1941.28
2014/10/22,102.99,44.38,312.97,101.22,93.13,137.65,57.45,542.69,532.71,1927.11
2014/10/23,104.83,45.02,313.18,102.63,94.11,138.68,58.06,553.65,543.98,1950.8199
2014/10/24,105.22,46.13,287.06,103.13,94.49,139.4,58.74,548.9,539.78,1964.58
2014/10/27,105.11,45.91,289.97,104.07,93.71,139.53,58.64,549.88,540.77,1961.63
2014/10/28,106.74,46.49,295.59,104.79,95.1,140.46,59.63,558.94,548.9,1985.05
2014/10/29,107.34,46.62,294.12,105.56,94.59,139.99,59.29,558.45,549.33,1982.3
2014/10/30,106.98,46.05,299.07,107.04,94.45,139.54,59.39,560.27,550.31,1994.65
2014/10/31,108,46.95,305.46,107.78,96.71,140.16,60.48,567.87,559.08,2018.05
2014/11/3,109.4,47.44,305.72,107.46,95.26,140.81,60.88,563.77,555.22,2017.8101
2014/11/4,108.6,47.57,302.81,108.62,94.52,142.18,60.25,564.19,554.11,2012.1
2014/11/5,108.86,47.86,296.52,108.82,95.07,142.92,61.15,555.95,545.92,2023.5699
2014/11/6,108.7,48.7,296.64,109.01,96.26,143.29,61.23,551.69,542.04,2031.21
2014/11/7,109.01,48.68,299.86,108.2,96.59,143.61,61.47,551.82,541.01,2031.92
2014/11/10,108.83,48.89,305.11,108.82,96.28,145.05,61.93,558.23,547.49,2038.26
2014/11/11,109.7,48.87,312.01,108.91,96.41,144.95,61.37,561.29,550.29,2039.6801
2014/11/12,111.25,48.78,311.51,108.75,95.38,145.52,60.56,558.25,547.31,2038.25
2014/11/13,112.82,49.61,316.48,109.07,94.66,146.29,60.23,556.44,545.38,2039.33
2014/11/14,114.18,49.58,327.82,108.16,95.09,145.52,60.28,555.19,544.4,2039.8199
2014/11/17,113.99,49.46,323.05,108.3,95.11,145.37,60.38,546.64,536.51,2041.3199
2014/11/18,115.47,48.74,324.93,108.83,94.87,145.81,60.53,544.51,535.03,2051.8
2014/11/19,114.67,48.22,326.54,108.76,95.61,145.65,60.6,547.2,536.99,2048.72
2014/11/20,116.31,48.7,330.54,108.18,95.82,145.72,60.12,543.76,534.83,2052.75
2014/11/21,116.47,47.98,332.63,107.86,96.81,146.7,60.45,545.89,537.5,2063.5
2014/11/24,118.625,47.59,335.64,106.88,95.72,147.27,60.96,547.48,539.27,2069.4099
2014/11/25,117.6,47.47,335.04,106.7,94.78,147.81,60.3,549.23,541.08,2067.03
2014/11/26,119,47.75,333.57,107.21,94.48,148.19,60.34,547.73,540.37,2072.8301
2014/11/28,118.93,47.81,338.64,108.25,90.54,148.69,60,549.08,541.83,2067.5601
2014/12/1,115.07,48.62,326,108.03,92.35,148.52,60,539.65,533.8,2053.4399
2014/12/2,114.63,48.46,326.31,108.51,94.19,149.87,61.08,538.59,533.75,2066.55
2014/12/3,115.93,48.08,316.5,107.72,94.95,149.73,61.54,536.97,531.32,2074.3301
2014/12/4,115.49,48.84,316.93,107.56,94.37,150.05,61.38,542.58,537.31,2071.9199
2014/12/5,115,48.42,312.63,108.51,93.82,150.68,62.7,528.08,525.26,2075.3701
2014/12/8,112.4,47.695,306.64,108.52,91.7,151.94,62.67,530.73,526.98,2060.3101
2014/12/9,114.12,47.59,312.5,108.05,91.38,150.46,62.45,536.11,533.37,2059.8201
2014/12/10,111.95,46.9,305.84,106.24,88.67,149.08,60.68,528.04,526.06,2026.14
2014/12/11,111.62,47.17,307.36,106.72,89.2,150.13,61.14,532.11,528.34,2035.33
2014/12/12,109.73,46.95,307.32,104.43,86.6,146.46,60.04,521.51,518.66,2002.33
2014/12/15,108.225,46.67,306.07,103.96,86.9,146.12,59.16,515.84,513.8,1989.63
2014/12/16,106.745,45.16,295.06,102.76,86.41,145.28,58.43,498.16,495.39,1972.74
2014/12/17,109.41,45.74,298.88,104.07,89.02,148.45,59.77,506.45,504.89,2012.89
2014/12/18,112.65,47.52,297.73,106.81,91.16,152.67,61.48,514.62,511.1,2061.23
2014/12/19,111.78,47.66,299.9,105.55,93.64,151.56,61.93,520.04,516.35,2070.6499
2014/12/22,112.94,47.98,306.54,106.74,93.33,151.9,61.94,532.3,524.87,2078.54
2014/12/23,112.54,48.45,306.285,104.28,94.59,151.75,62.48,538.77,530.59,2082.1699
2014/12/24,112.01,48.14,303.03,104.59,93.78,151.54,62.48,536.93,528.77,2081.8799
2014/12/26,113.99,47.88,309.09,105.06,93.21,151.35,62.55,541.52,534.03,2088.77
2014/12/29,113.91,47.45,312.04,105.33,93.07,152.05,62.96,537.31,530.33,2090.5701
2014/12/30,112.52,47.02,310.3,105.36,93.02,152.09,63.15,535.28,530.42,2080.3501
2014/12/31,110.38,46.45,310.35,104.57,92.45,150.15,62.58,530.66,526.4,2058.8999
2015/1/2,109.33,46.76,308.52,104.52,92.83,149.17,62.49,529.55,524.81,2058.2
2015/1/5,106.25,46.325,302.19,103.79,90.29,147,60.55,519.46,513.87,2020.58
2015/1/6,106.26,45.65,295.29,103.28,89.81,146.84,58.98,506.64,501.96,2002.61
2015/1/7,107.75,46.23,298.42,105.56,90.72,148.88,59.07,505.15,501.1,2025.9
2015/1/8,111.89,47.59,300.46,106.39,92.23,151.37,60.39,506.91,502.68,2062.1399
2015/1/9,112.01,47.19,296.93,104.94,92.1,149.47,59.34,500.72,496.17,2044.8101
2015/1/12,109.25,46.6,291.41,104.58,90.33,148.28,58.83,497.06,492.55,2028.26
2015/1/13,110.22,46.355,294.74,104.76,90,148.63,58.84,501.8,496.18,2023.03
2015/1/14,109.8,45.955,293.27,104,89.74,147.82,56.81,505.93,500.87,2011.27
2015/1/15,106.82,45.48,286.95,102.49,88.96,147.58,54.99,504.01,501.79,1992.67
2015/1/16,105.99,46.24,290.74,104.04,91.12,149.21,55.93,510.455,508.08,2019.42
2015/1/20,108.72,46.39,289.44,101.29,91.09,148.63,55.71,509.94,506.9,2022.55
2015/1/21,109.55,45.92,297.25,101.9,91.87,147.18,55.89,520.39,518.04,2032.12
2015/1/22,112.4,47.13,310.32,103.76,92.87,150.15,57.59,537.3,534.39,2063.1499
2015/1/23,112.98,47.18,312.39,102.2,90.89,149.12,56.68,541.95,539.95,2051.8201
2015/1/26,113.1,47.01,309.66,102.26,91.76,149.7,56.77,536.72,535.21,2057.0901
2015/1/27,109.14,42.66,306.75,102.09,90.95,147.65,56.2,521.19,518.63,2029.55
2015/1/28,115.31,41.19,303.91,101.48,87.95,144.78,54.75,512.43,510,2002.16
2015/1/29,118.9,42.01,311.78,102.38,87.58,146.29,55.67,513.23,510.66,2021.25
2015/1/30,117.16,40.4,354.53,100.14,87.42,143.91,54.38,537.55,534.52,1994.99
2015/2/2,118.63,41.28,364.47,100.83,89.58,146.73,55.47,532.2,528.48,2020.85
2015/2/3,118.65,41.6,363.55,102.46,92.25,148.29,56.72,533.3,529.24,2050.03
2015/2/4,119.56,41.84,364.75,101.36,91.46,147.53,56.38,526.1,522.76,2041.51
2015/2/5,119.94,42.45,373.89,102.46,92.36,149.67,56.77,529.83,527.58,2062.52
2015/2/6,118.93,42.41,374.28,101.1,91.5,150.18,57.89,533.875,531,2055.47
2015/2/9,119.72,42.36,370.56,99.78,91.56,149.13,57.82,529.28,527.83,2046.74
2015/2/10,122.02,42.6,372.995,100.35,91.01,149.92,58.46,540.16,536.94,2068.5901
2015/2/11,124.88,42.38,375.14,100.38,90.6,149.68,58.37,538,535.97,2068.53
2015/2/12,126.46,43.09,377.17,98.44,92.37,149.79,59.57,546.01,542.93,2088.48
2015/2/13,127.08,43.87,381.83,99.62,93.37,148.34,59.67,551.16,549.01,2096.99
2015/2/17,127.83,43.58,375.43,100.44,93.05,149.17,60.1,545.01,542.84,2100.3401
2015/2/18,128.715,43.53,373.37,99.96,91.01,148.67,59.37,542.65,539.7,2099.6799
2015/2/19,128.45,43.5,378.995,100.7,89.44,147.48,59.23,546.45,542.87,2097.45
2015/2/20,129.495,43.855,383.66,100.26,89.92,148.72,59.8,541.8,538.95,2110.3
2015/2/23,133,44.15,380.14,100.18,89.01,147.37,59.35,535,531.91,2109.6599
2015/2/24,132.17,44.09,378.59,100.7,89.42,148.95,60.82,538.65,536.09,2115.48
2015/2/25,128.79,43.99,385.37,101.21,89.6,148.78,61.14,547.33,543.87,2113.8601
2015/2/26,130.415,44.055,384.8,102.8,88.65,148.34,61.58,559.29,555.48,2110.74
2015/2/27,128.46,43.85,380.16,102.51,88.54,147.41,61.28,562.63,558.4,2104.5
2015/3/2,129.09,43.88,385.655,103.22,88.04,147.08,61.77,575.02,571.34,2117.3899
2015/3/3,129.36,43.28,384.61,102.34,87.62,145.93,61.97,578.795,573.64,2107.78
2015/3/4,128.54,43.055,382.72,101.65,87.18,144.92,62.13,578.33,573.37,2098.53
2015/3/5,126.41,43.11,387.83,102.52,86.74,146.06,62,581.435,575.33,2101.04
2015/3/6,126.6,42.36,380.09,100.11,85.63,145.28,60.89,572.9,567.685,2071.26
2015/3/9,127.14,42.85,378.56,100.66,85.16,146.13,61.5,574.1,568.85,2079.4299
2015/3/10,124.51,42.03,369.51,99.53,84.26,143.19,59.96,559.85,555.01,2044.16
2015/3/11,122.24,41.98,366.37,98.32,84.02,143.44,60.24,555.69,551.18,2040.24
2015/3/12,124.45,41.02,374.24,99.83,84.22,145.67,61.37,561.17,555.51,2065.95
2015/3/13,123.59,41.38,370.58,99.21,83.87,143.97,61,553,547.32,2053.3999
2015/3/16,124.95,41.56,373.35,101.06,84.76,145.98,61.85,561.64,554.51,2081.1899
2015/3/17,127.04,41.695,371.92,99.89,84.08,144.75,61.61,557.61,550.84,2074.28
2015/3/18,128.47,42.5,375.135,101.46,86.07,146,61.75,566.16,559.5,2099.5
2015/3/19,127.495,42.285,373.24,101.69,84.41,144.88,61.2,563.67,557.99,2089.27
2015/3/20,125.9,42.88,378.49,102.4,84.54,145.53,61.75,564.95,560.36,2108.1001
2015/3/23,127.21,42.855,375.11,102.98,85.43,145.56,61.14,565.37,558.81,2104.4199
2015/3/24,126.69,42.9,374.09,101.96,84.52,144.29,60.46,577.54,570.19,2091.5
2015/3/25,123.38,41.46,370.96,100.34,84.86,143.56,59.61,567,558.785,2061.05
2015/3/26,124.24,41.21,367.35,100.14,84.32,143.03,59.54,563.64,555.17,2056.1499
2015/3/27,123.25,40.97,370.56,100.34,83.58,143.89,59.55,557.55,548.34,2061.02
2015/3/30,126.37,40.96,374.59,101.55,85.63,145.98,60.96,561.135,552.03,2086.24
2015/3/31,124.43,40.655,372.1,100.6,85,144.32,60.58,554.7,548,2067.8899
2015/4/1,124.25,40.72,370.255,99.15,84.46,143.45,59.95,549.49,542.56,2059.6899
2015/4/2,125.32,40.29,372.25,99.64,84.3,143.56,60.52,541.31,535.53,2066.96
2015/4/6,127.35,41.545,377.04,99.16,85.13,143.76,60.47,543.95,536.765,2080.6201
2015/4/7,126.01,41.53,374.41,100.1,85.75,143.06,60.85,544.86,537.02,2076.3301
2015/4/8,125.6,41.42,381.2,100.16,84.06,143.28,61.05,548.84,541.61,2081.8999
2015/4/9,126.56,41.48,383.54,101.33,84.65,143.65,61.47,548.02,540.78,2091.1799
2015/4/10,127.1,41.72,382.65,102.06,85.56,143.5,61.7,548.54,540.01,2102.0601
2015/4/13,126.85,41.76,382.36,100.55,85.34,143.46,62.07,548.64,539.17,2092.4299
2015/4/14,126.3,41.65,385.11,100.52,86.63,142.75,63.04,539.78,530.39,2095.8401
2015/4/15,126.78,42.255,383.45,100.6,88.08,142.71,64.21,541.04,532.53,2106.6299
2015/4/16,126.17,42.16,386.04,99.79,87.73,142.1,63.81,543.52,533.8,2104.99
2015/4/17,124.75,41.615,375.56,99.58,86.93,140.7,62.84,532.74,524.05,2081.1799
2015/4/20,127.6,42.905,389.51,100.21,87.24,142.09,63.24,544.53,535.38,2100.3999
2015/4/21,126.91,42.635,391.18,100.3,86.88,141.14,62.31,542.925,533.97,2097.29
