date,AAPL,MSFT,AMZN,JNJ,XOM,BRK-B,JPM,GOOGL,GOOG,SPX
2008/3/6,120.93,27.57,62.74,62.63,84.51,4522,37.37,432.7,432.7007,1304.34
2008/3/7,122.25,27.87,64.09,61.51,82.49,4462,37.56,433.35,433.3507,1293.37
2008/3/10,119.69,28.05,63.47,61.33,82.46,4363,36.48,413.62,413.6207,1273.37
2008/3/11,127.3501,29.28,67.15,62.44,86.68,4400,38.84,439.8399,439.8408,1320.65
2008/3/12,126.03,28.63,66.51,62.55,85.97,4357,38.61,440.18,440.1808,1308.77
2008/3/13,127.94,28.62,68.32,62.81,87.05,4334,38.11,443.01,443.0108,1315.48
2008/3/14,126.61,27.96,68.22,62.65,85.91,4318,36.54,437.92,437.9208,1288.14
2008/3/17,126.73,28.3,66.53,64.04,85.79,4245,40.31,419.87,419.8707,1276.6
2008/3/18,132.82,29.42,71.7,65.31,88.47,4305.5,42.71,439.16,439.1608,1330.74
2008/3/19,129.67,28.62,70.17,64.88,84.43,4265.5,42.47,432,432.0007,1298.42
2008/3/20,133.27,29.18,73.19,65.38,85,4348,45.97,433.55,433.5508,1329.51
2008/3/24,139.53,29.17,75.95,64.89,85.95,4341,46.55,460.56,460.5608,1349.88
2008/3/25,140.98,29.14,75.17,64.55,85.2,4300,46.06,450.78,450.7808,1352.99
2008/3/26,145.06,28.56,73.8,64.7,86.26,4282,44.11,458.19,458.1908,1341.13
2008/3/27,140.25,28.05,70.8,64.62,86.2,4370,42.86,444.08,444.0808,1325.76
2008/3/28,143.01,27.91,69.76,64.18,85.22,4452,42.71,438.08,438.0807,1315.22
2008/3/31,143.5,28.38,71.3,64.87,84.58,4473,42.95,440.47,440.4707,1322.7
2008/4/1,149.5301,29.4999,76.7,65.87,87.02,4440,47,465.71,465.7108,1370.1801
2008/4/2,147.49,29.16,77.37,65.31,88.52,4364.5,46.24,465.7,465.7008,1367.53
2008/4/3,151.61,29,74.94,65.27,88.23,4342,46.28,455.12,455.1208,1369.3101
2008/4/4,153.08,29.16,76.87,65.73,88.74,4369,45.57,471.09,471.0908,1370.4
2008/4/7,155.89,29.16,76.9,66.14,88.92,4405,45.54,476.82,476.8208,1372.54
2008/4/8,152.84,28.75,77.3,66.32,89.61,4415,44.86,467.81,467.8108,1365.54
2008/4/9,151.44,28.89,74.39,66.29,89.7,4390,44.3,464.19,464.1908,1354.49
2008/4/10,154.55,29.11,74.83,66.33,89.55,4379,43.86,469.08,469.0808,1360.55
2008/4/11,147.14,28.28,71.99,66,88.62,4354,42.53,457.45,457.4508,1332.83
2008/4/14,147.78,28.06,72.61,65.74,89.7,4286,41.5,451.66,451.6608,1328.3199
2008/4/15,148.38,28.25,72.5,65.65,90.8,4290,42.12,446.84,446.8408,1334.4301
2008/4/16,153.7,28.95,74.59,65.7,92.89,4320,44.96,455.03,455.0308,1364.71
2008/4/17,154.49,29.22,74.04,65.76,93.38,4282,45.12,449.54,449.5408,1365.5601
2008/4/18,161.04,30,80.1,66.51,94,4288,45.76,539.41,539.4109,1390.33
2008/4/21,168.16,30.42,80.18,66.32,94.26,4275,45.23,537.79,537.7909,1388.17
2008/4/22,160.2,30.25,79.6,66.99,94.39,4241,45.65,555,555.0009,1375.9399
2008/4/23,162.89,31.45,81,67.26,94.22,4236,45.15,546.49,546.4909,1379.9301
2008/4/24,168.94,31.8,77.69,67.37,92.6,4225,46.97,543.04,543.0409,1388.8199
2008/4/25,169.73,29.83,80.86,67.31,92.46,4230,47.79,544.06,544.0609,1397.84
2008/4/28,172.24,28.99,81.97,67.32,92.45,4271,47.34,552.12,552.1209,1396.37
2008/4/29,175.05,28.64,80.74,67.19,91.79,4382.9,47.08,558.47,558.4709,1390.9399
2008/4/30,173.95,28.52,78.63,67.09,93.07,4457,47.65,574.29,574.291,1385.59
2008/5/1,180,29.4,79.36,67.81,89.7,4460,49.25,593.08,593.081,1409.34
2008/5/2,180.94,29.24,77.31,68.26,89.61,4448,48.66,581.29,581.291,1413.9
2008/5/5,184.73,29.08,75.92,67.9,89.51,4333.5,48,594.9,594.901,1407.49
2008/5/6,186.66,29.7,75.71,67.58,90.07,4345,48.2,586.36,586.361,1418.26
2008/5/7,182.59,29.21,73.18,66.91,88.82,4262.5,46.57,579,579.001,1392.5699
2008/5/8,185.06,29.27,72.79,66.9,89.93,4280,46.05,583.01,583.011,1397.6801
2008/5/9,183.45,29.39,72.41,66.55,88.82,4179,46.57,573.2,573.201,1388.28
2008/5/12,188.16,29.99,74.53,66.71,89.19,4095,47.24,584.94,584.941,1403.58
2008/5/13,189.96,29.78,74.56,66.41,89.68,4148,45.48,583,583.001,1403.04
2008/5/14,186.26,29.93,74.2,66.81,89.91,4119.5,45.91,576.3,576.301,1408.66
2008/5/15,189.73,30.4501,76.12,66.68,91.3,4065,47.02,581,581.001,1423.5699
2008/5/16,187.6201,29.99,76.46,66.68,92.67,4076.9,46.53,580.0701,580.071,1425.35
2008/5/19,183.6,29.46,82.29,66.63,94.36,4119.5,45.99,577.52,577.521,1426.63
2008/5/20,185.9,28.76,80.72,66.15,94.56,4101,43.7,578.6,578.601,1413.4
2008/5/21,178.19,28.25,78.3,65.73,93.67,4060,42.42,549.99,549.991,1390.71
2008/5/22,177.05,28.47,79.26,65.41,92.51,4105.5,43.05,549.46,549.461,1394.35
2008/5/23,181.17,28.05,78.35,64.92,90.7,4130,42.32,544.62,544.6209,1375.9301
2008/5/27,186.43,28.44,80.62,65.15,89.8,4295,43.01,560.9,560.901,1385.35
2008/5/28,187.01,28.18,80.08,64.88,90.43,4338,42.86,568.24,568.241,1390.84
2008/5/29,186.69,28.31,80.35,66.42,89.35,4401,43.57,583,583.001,1398.26
2008/5/30,188.75,28.32,81.62,66.74,88.76,4498,43,585.8,585.801,1400.38
2008/6/2,186.1,27.8,80.23,66.51,87.81,4390,42.15,575,575.001,1385.67
2008/6/3,185.37,27.31,80.11,66.76,85.71,4470,41.89,567.3,567.301,1377.65
2008/6/4,185.19,27.54,81.5,66.55,85.75,4350,41.63,572.22,572.221,1377.2
2008/6/5,189.43,28.3,84.51,66.96,89.31,4355,42.1,586.3,586.301,1404.05
2008/6/6,185.64,27.49,80.63,65.76,86.79,4286,40.09,567,567.001,1360.6801
2008/6/9,181.61,27.71,79.43,65.63,89.07,4242,37.51,557.87,557.871,1361.76
2008/6/10,185.64,27.89,79.62,65.62,87.89,4225,38.29,554.17,554.1709,1358.4399
2008/6/11,180.81,27.12,77.28,65.2,88.61,4220,37.13,545.2,545.2009,1335.49
2008/6/12,173.26,28.24,76.15,65.69,87.06,4225,38.01,552.95,552.9509,1339.87
2008/6/13,172.37,29.07,79.17,66.27,88.36,4247,39.58,571.51,571.511,1360.03
2008/6/16,176.84,28.93,81.7,65.84,87.99,4198,39.94,572.81,572.811,1360.14
2008/6/17,181.43,28.8,82.97,65.59,88.62,4207,39.04,569.46,569.461,1350.9301
2008/6/18,178.75,28.46,82.52,64.44,87.83,4199,38.74,562.38,562.3809,1337.8101
2008/6/19,180.9,28.93,84.26,64.62,85.79,4163,38.65,560.2,560.201,1342.83
2008/6/20,175.27,28.23,81.1,64.06,84.91,4154,37.86,546.43,546.4309,1317.9301
2008/6/23,173.16,27.97,80.68,64.29,87.7,4065,36.87,545.21,545.211,1318
2008/6/24,173.25,27.73,79.64,64.72,86.92,4092,37.72,542.3,542.3009,1314.29
2008/6/25,177.39,28.35,80.51,65.28,87.6,4067,37.91,551,551.001,1321.97
2008/6/26,168.26,27.75,76.3,64.26,86.41,4037.5,36.32,528.82,528.8209,1283.15
2008/6/27,170.09,27.63,74.66,63.57,86.55,4016.5,35.05,528.07,528.0709,1278.38
2008/6/30,167.44,27.51,73.33,64.34,88.13,4012,34.31,526.42,526.4209,1280
2008/7/1,174.68,26.87,73.62,64.69,88.35,3999,34.02,534.73,534.7309,1284.91
2008/7/2,168.18,25.88,71.44,64.64,87.41,3947.9,34.6,527.04,527.0409,1261.52
2008/7/3,170.12,25.98,72,65.12,88.27,3895,35.31,537,537.0009,1262.9
2008/7/7,175.16,26.03,72.49,65.25,86.95,3940.9,34.04,543.91,543.9109,1252.3101
2008/7/8,179.55,25.85,75.04,66.21,85.94,3967,35.77,554.53,554.5309,1273.7
2008/7/9,174.25,25.23,70.61,66.18,84.31,3985,34.28,541.55,541.5509,1244.6899
2008/7/10,176.63,25.45,70.63,66.94,86.06,3974,34.51,540.57,540.5709,1253.39
2008/7/11,172.58,25.25,68.54,66.26,85.48,3909,33.16,533.8,533.8009,1239.49
2008/7/14,173.88,25.15,66.28,66.41,85.42,3857,31.69,521.62,521.6209,1228.3
2008/7/15,169.64,26.15,67.03,67.7,82.19,3832,31.02,516.09,516.0909,1214.91
2008/7/16,172.81,27.26,71.84,68.19,80.81,3790,35.94,535.6,535.6009,1245.36
2008/7/17,171.81,27.52,72.11,67.83,80.33,3865,40.8,533.44,533.4409,1260.3199
2008/7/18,165.15,25.86,69.12,67.82,81.54,3914,40.02,481.32,481.3208,1260.6801
2008/7/21,166.29,25.64,68.48,67.11,82.98,3936.9,38.65,468.8,468.8008,1260
2008/7/22,162.02,25.8,67.97,67.99,82.86,3936,40.86,477.11,477.1108,1277
2008/7/23,166.26,26.43,70.54,68.27,80.99,3925,41.96,489.22,489.2208,1282.1899
2008/7/24,159.03,25.44,78.72,68.66,80.8,3846,39.14,475.62,475.6208,1252.54
2008/7/25,162.12,26.16,78.31,69.03,81.7,3770,39.52,491.98,491.9808,1257.76
2008/7/28,154.4,25.5,75.98,68.48,80.68,3730,37.66,477.12,477.1208,1234.37
2008/7/29,157.08,26.11,78.21,68.48,80.9,3715,40.75,483.11,483.1108,1263.2
2008/7/30,159.88,26.23,78.21,68.08,84.38,3805,41.57,482.7,482.7008,1284.26
2008/7/31,158.95,25.72,76.34,68.47,80.43,3829,40.63,473.75,473.7508,1267.38
2008/8/1,156.66,25.44,75.75,68.1,79.72,3887,40.76,467.86,467.8608,1260.3101
2008/8/4,153.23,25.28,75.71,68.98,76.6,3827,40.14,463,463.0008,1249.01
2008/8/5,160.64,26.21,79.11,70.45,78.35,3849,41.89,479.85,479.8508,1284.88
2008/8/6,164.19,27.02,78.09,71.07,78.33,3878,41.39,486.34,486.3408,1289.1899
2008/8/7,163.57,27.39,76.95,70.65,77.44,3854,39.81,479.12,479.1208,1266.0699
2008/8/8,169.55,28.13,80.51,71.55,78.72,3848,41.07,495.01,495.0108,1296.3199
2008/8/11,173.56,27.9,88.09,71.66,78.16,3910,41.89,500.84,500.8408,1305.3199
2008/8/12,176.73,28.12,87.25,71.7,76.88,3838,37.92,502.61,502.6109,1289.59
2008/8/13,179.3,27.91,86.69,71.2,78.17,3805,36.91,500.03,500.0308,1285.83
2008/8/14,179.32,27.91,88.03,71.19,77.45,3893,37.81,505.49,505.4909,1292.9301
2008/8/15,175.74,27.81,86.4,71.33,77.07,3999.99,38.07,510.15,510.1509,1298.2
2008/8/18,175.39,27.69,83.11,71.09,76.53,3924,36.74,498.3,498.3008,1278.6
2008/8/19,173.53,27.32,81.29,71.15,77.95,3900.1,35.58,490.5,490.5009,1266.6899
2008/8/20,175.84,27.29,82.13,71.08,78.81,3855.1,37,485,485.0008,1274.54
2008/8/21,174.29,27.18,83.26,71.28,80.35,3835,36.26,486.53,486.5308,1277.72
2008/8/22,176.79,27.84,85.26,71.42,80.3,3870,37.67,490.59,490.5909,1292.2
2008/8/25,172.55,27.66,82.85,70.8,78.71,3866.5,36.13,483.01,483.0108,1266.84
2008/8/26,173.64,27.27,81.76,70.71,79.95,3852,36.61,474.16,474.1608,1271.51
2008/8/27,174.67,27.56,81.73,71.21,80.47,3855,37.14,468.58,468.5808,1281.66
2008/8/28,173.74,27.94,83.42,71.41,81.18,3930,38.88,473.78,473.7808,1300.6801
2008/8/29,169.53,27.29,80.81,70.43,80.01,3902,38.49,463.29,463.2908,1282.83
2008/9/2,166.19,27.1,81.41,71.73,77.32,3999.5,38.99,465.25,465.2508,1277.58
2008/9/3,166.96,26.9,80.77,71.51,78.02,4014.5,39.71,464.41,464.4108,1274.98
2008/9/4,161.22,26.35,78.03,70.45,76.14,3946,37.91,450.26,450.2608,1236.83
2008/9/5,160.18,25.65,79.19,70.67,75.62,3912,39.6,444.25,444.2508,1242.3101
2008/9/8,157.92,26.12,81.16,72.22,76.77,3996,41.55,419.95,419.9507,1267.79
2008/9/9,151.68,26.1,79.04,71.34,73.26,3953.33,39.47,418.66,418.6607,1224.51
2008/9/10,151.61,26.44,76.74,71.23,75.25,3895,39.4,414.16,414.1607,1232.04
2008/9/11,152.65,27.34,79.51,71.16,75.56,3911,41.65,433.75,433.7508,1249.05
2008/9/12,148.94,27.62,78.3,70.59,77.5,3980,41.17,437.66,437.6607,1251.7
2008/9/15,140.36,26.82,77.34,69.61,73.25,4015,37,433.86,433.8608,1192.7
2008/9/16,139.88,25.99,78.73,69.8,76.43,4175,40.74,442.93,442.9308,1213.6
2008/9/17,127.83,24.57,71.54,69.51,75.28,4165,35.77,414.49,414.4907,1156.39
2008/9/18,134.09,25.26,76.5,70.93,77.75,4250,40.3,439.08,439.0808,1206.51
2008/9/19,140.91,25.16,81,69.99,79.61,4595,47.05,449.15,449.1508,1255.08
2008/9/22,131.05,25.4,74.93,68.41,78.88,4355,40.8,430.14,430.1407,1207.09
2008/9/23,126.84,25.44,71.76,68.15,77.69,4300,40.56,429.27,429.2707,1188.22
2008/9/24,128.71,25.72,69.96,68.19,78.03,4475,40.5,435.11,435.1108,1185.87
2008/9/25,131.93,26.61,72.08,69.36,80.67,4440,43.46,439.6,439.6008,1209.1801
2008/9/26,128.24,27.4,70.7,69.4,80.65,4425,48.24,431.04,431.0407,1213.27
2008/9/29,105.26,25.01,63.35,66.9,74.06,4458,41,381,381.0006,1106.42
2008/9/30,113.66,26.69,72.76,69.28,77.66,4395,46.7,400.52,400.5207,1166.36
2008/10/1,109.12,26.48,69.58,67.79,78.58,4565,49.63,411.72,411.7207,1161.0601
2008/10/2,100.1,26.25,67.36,67.79,77.5,4608,49.85,390.49,390.4907,1114.28
2008/10/3,97.07,26.32,67,66.16,77.94,4650,45.9,386.91,386.9107,1099.23
2008/10/6,98.14,24.91,65.23,64.5,77.32,4390,44,371.21,371.2106,1056.89
2008/10/7,89.16,23.23,58.52,62.49,76.07,4125,39.32,346.01,346.0106,996.23
2008/10/8,89.79,23.01,61.02,62.36,77,3930,39.3,338.11,338.1106,984.94
2008/10/9,88.74,22.3,56,57.58,68,3855,36.68,328.98,328.9806,909.92
2008/10/10,96.8,21.5,56.25,55.85,62.36,3780,41.64,332,332.0006,899.22
2008/10/13,110.26,25.5,62.02,62.68,73.08,3945,41.99,381.02,381.0206,1003.35
2008/10/14,104.08,24.1,55.86,64,72.46,3958,40.71,362.71,362.7106,998.01
2008/10/15,97.95,22.66,48.72,60.54,62.35,3796,38.49,339.17,339.1706,907.84
2008/10/16,101.89,24.19,50.29,63.5,69.45,3765,40.49,353.02,353.0206,946.43
2008/10/17,97.4,23.93,50.65,62.65,68.04,3976,39.33,372.54,372.5406,940.55
2008/10/20,98.44,24.72,52.97,64.44,74.99,4129,40.66,379.32,379.3207,985.4
2008/10/21,91.49,23.36,50.23,63.66,71.5,4060,39.74,362.75,362.7506,955.05
2008/10/22,96.87,21.53,49.99,61.42,64.57,3948.55,37.17,355.67,355.6706,896.78
2008/10/23,98.23,22.32,50.32,62.45,70.39,3850,37.85,352.32,352.3206,908.11
2008/10/24,96.38,21.96,48.96,60.79,69.04,3713,35.43,339.29,339.2906,876.77
2008/10/27,92.09,21.18,49.58,60.15,66.09,3520,34,329.49,329.4906,848.92
2008/10/28,99.91,23.1,56.04,64.19,74.86,3510,37.6,368.75,368.7506,940.51
2008/10/29,104.55,23,56.89,61.53,74.65,3695,35.71,358,358.0006,930.09
2008/10/30,111.04,22.63,56.71,60.57,75.05,3730,37.62,359.69,359.6906,954.09
2008/10/31,107.59,22.33,57.24,61.34,74.12,3840,41.25,359.36,359.3606,968.75
2008/11/3,106.96,22.62,55.77,61.16,74.29,3860,40.73,346.49,346.4906,966.3
2008/11/4,110.99,23.53,58.45,61.89,77.49,3950,42.17,366.94,366.9406,1005.75
2008/11/5,103.3,22.08,51.98,59.85,73.69,3890,39.22,342.24,342.2406,952.77
2008/11/6,99.1,20.88,47.22,57.92,69.96,3700,38.26,331.22,331.2206,904.88
2008/11/7,98.24,21.5,49.21,60.22,73.95,3686,37.75,331.14,331.1406,930.99
2008/11/10,95.88,21.3,48.46,60.01,74.02,3539,36.41,318.78,318.7806,919.21
2008/11/11,94.77,21.2,46.3,59.55,72.65,3460,36.35,311.46,311.4605,898.95
2008/11/12,90.12,20.3,41.56,57.92,68.93,3360,34.57,291,291.0005,852.3
2008/11/13,96.44,21.25,44.93,62.9,75.41,3425,37.19,312.08,312.0805,911.29
2008/11/14,90.24,20.06,41.75,60.05,73.68,3389,34.47,310.02,310.0205,873.29
2008/11/17,88.14,19.32,39.69,59.27,73.38,3140,32.77,300.12,300.1205,850.75
2008/11/18,89.91,19.62,38.44,60.89,76.33,3125,32.14,297.42,297.4205,859.12
2008/11/19,86.29,18.29,35.84,58.12,73.42,2783,28.47,280.18,280.1805,806.58
2008/11/20,80.49,17.53,35.03,55.81,68.51,2620,23.38,259.56,259.5604,752.44
2008/11/21,82.58,19.68,37.87,58.35,75.81,2914,22.72,262.43,262.4304,800.03
2008/11/24,92.95,20.69,42.5,59.11,78.8,2950,27.58,257.44,257.4405,851.81
2008/11/25,90.8,19.99,42.19,58.7,78.11,3214,29.77,282.05,282.0505,857.39
2008/11/26,95,20.49,43.96,58.27,80.89,3360,30.62,292.09,292.0905,887.68
2008/11/28,92.67,20.22,42.7,58.58,80.15,3499,31.66,292.96,292.9605,896.24
2008/12/1,88.93,18.61,40.47,55.33,74.31,3280,26.12,265.99,265.9905,816.21
2008/12/2,92.47,19.15,41.19,56.83,77.61,3336,28.53,275.11,275.1105,848.81
2008/12/3,95.9,19.87,45.21,57.32,78.93,3375.5,30.25,279.43,279.4305,870.74
2008/12/4,91.41,19.11,47.32,56.18,76.27,3280,31.08,274.34,274.3405,845.22
2008/12/5,94,19.87,48.26,58.23,76.6,3360,33.35,283.99,283.9905,876.07
2008/12/8,99.72,21.01,51.41,58.77,79.6,3539.5,36.49,302.11,302.1105,909.7
2008/12/9,100.06,20.6,51.25,57.81,78.2,3543,33.96,305.97,305.9705,888.67
2008/12/10,98.21,20.61,49.7,57.8,80.07,3445,33.52,308.82,308.8205,899.24
2008/12/11,95,19.45,48.25,58.25,80.02,3339.9,29.94,300.22,300.2205,873.59
2008/12/12,98.27,19.36,51.25,57.25,80.45,3242,30.94,315.76,315.7605,879.73
2008/12/15,94.75,19.04,48.85,57.81,79.95,3166,28.63,310.67,310.6705,868.57
2008/12/16,95.43,20.11,52.63,59.6,83.14,3328,32.35,325.28,325.2806,913.18
2008/12/17,89.16,19.66,53.18,58.78,81.06,3300,31.86,315.24,315.2405,904.42
2008/12/18,89.43,19.3,52.08,58.99,77,3280,30.21,310.28,310.2805,885.28
2008/12/19,90,19.12,51.56,58.84,75.02,3212,30.32,310.17,310.1705,887.88
2008/12/22,85.74,19.18,49.84,58.93,74.91,3199,29.82,297.11,297.1105,871.63
2008/12/23,86.38,19.28,51.08,58.68,75.1,3143,29.11,298.02,298.0205,863.16
2008/12/24,85.04,19.17,51.44,58.56,75.78,3115,29.85,302.95,302.9505,868.15
2008/12/26,85.81,19.13,51.78,58.56,77.19,3113,29.8,300.36,300.3605,872.8
2008/12/29,86.61,18.96,49.4,58.15,78.02,3088,29.78,297.42,297.4205,869.42
2008/12/30,86.29,19.34,50.76,59.17,78.59,3056,31.01,303.11,303.1105,890.64
2008/12/31,85.35,19.44,51.28,59.83,79.83,3214,31.53,307.65,307.6505,903.25
2009/1/2,90.75,20.33,54.36,60.65,81.64,3323,31.35,321.32,321.3206,931.8
2009/1/5,94.58,20.52,54.06,60.05,81.63,3349,29.25,328.05,328.0506,927.45
2009/1/6,93.02,20.76,57.36,59.69,80.3,3333,29.88,334.06,334.0606,934.7
2009/1/7,91.01,19.51,56.2,59.13,78.25,3190,28.09,322.01,322.0105,906.65
2009/1/8,92.7,20.12,57.16,59.02,79.09,3267,27.22,325.19,325.1905,909.73
2009/1/9,90.58,19.52,55.51,59.05,77.57,3141,25.97,315.07,315.0706,890.35
2009/1/12,88.66,19.47,51.92,58.34,76.54,3139,24.91,312.69,312.6905,870.26
2009/1/13,87.71,19.82,51.45,58.84,77.92,3198,26.35,314.32,314.3205,871.79
2009/1/14,85.33,19.09,48.49,57.95,75.1,3100,25.91,300.97,300.9705,842.62
2009/1/15,83.38,19.24,51.44,57.62,76.66,3093,24.34,298.99,298.9905,843.74
2009/1/16,82.33,19.71,51.59,57.44,78.1,3025,22.82,299.67,299.6705,850.12
2009/1/20,78.2,18.48,48.44,56.75,76.29,2883,18.09,282.75,282.7505,805.22
2009/1/21,82.83,19.38,50.54,56.36,79.26,2939,22.63,303.08,303.0805,840.24
2009/1/22,88.36,17.11,49.94,56.87,78.23,2958,23.1,306.5,306.5005,827.5
2009/1/23,88.36,17.2,50.63,55.97,78.04,2849,24.28,324.7,324.7006,831.95
2009/1/26,89.64,17.63,49.63,56.55,78.6,2800,24.5,323.87,323.8705,836.57
2009/1/27,90.73,17.66,48.44,57.54,78.92,2855.5,25.06,331.48,331.4806,845.71
2009/1/28,94.2,18.04,50.36,58.56,79.25,2994,27.66,348.67,348.6706,874.09
2009/1/29,93,17.59,50,58.28,77,2900,25.43,343.32,343.3206,845.14
2009/1/30,90.13,17.1,58.82,57.69,76.48,2989,25.51,338.53,338.5306,825.88
2009/2/2,91.51,17.83,61.15,57.69,76.69,2954,25.19,340.57,340.5706,825.44
2009/2/3,92.98,18.5,63.59,58.58,78.12,2980,24.05,340.45,340.4506,838.51
2009/2/4,93.55,18.63,61.06,57.96,77.66,2994,24.04,343,343.0006,832.23
2009/2/5,96.46,19.04,63.18,58.11,79.78,2871,24.54,353.72,353.7206,845.85
2009/2/6,99.72,19.66,66.55,58.51,80.34,2910,27.63,371.28,371.2806,868.6
2009/2/9,102.51,19.44,66.71,58.5,79.48,2926.05,27.28,378.77,378.7707,869.89
2009/2/10,97.83,18.8,63.31,56.73,76.14,2832.9,24.62,358.51,358.5106,827.16
2009/2/11,96.82,19.21,64.354,57.33,74.58,2895,26.09,358.04,358.0406,833.74
2009/2/12,99.27,19.26,63.96,57.78,75.22,2896.5,26.19,363.05,363.0506,835.19
2009/2/13,99.16,19.09,63.26,57.1,74.59,2860.02,24.69,357.68,357.6806,826.84
2009/2/17,94.53,18.09,61.67,55.98,71.28,2769.99,21.65,342.66,342.6606,789.17
2009/2/18,94.37,18.12,62.35,55.83,71.94,2615,21.51,353.11,353.1106,788.42
2009/2/19,90.64,17.91,61.95,55.93,72.16,2516.5,20.6,342.64,342.6406,778.94
2009/2/20,91.2,18,63.86,54.65,71.23,2387,19.9,346.45,346.4506,770.05
2009/2/23,86.95,17.21,61.71,53.65,69.3,2360,19.51,330.06,330.0606,743.33
2009/2/24,90.25,17.17,65.6,54.54,72.09,2552.5,21.02,345.45,345.4506,773.14
2009/2/25,91.16,16.96,63.71,53.96,72.05,2567,21.73,341.64,341.6406,764.9
2009/2/26,89.19,16.42,62.34,52.44,70.95,2564,23.05,337.18,337.1806,752.83
2009/2/27,89.31,16.15,64.79,50,67.9,2564,22.85,337.99,337.9906,735.09
2009/3/2,87.94,15.79,61.99,47.92,64.91,2444,21.16,327.16,327.1606,700.82
2009/3/3,88.37,15.88,61.7,47.64,64.36,2370,21.01,325.48,325.4806,696.33
2009/3/4,91.17,16.12,64.81,49.1,65.68,2450.06,19.3,318.92,318.9205,712.87
2009/3/5,88.84,15.27,64.77,47.67,62.22,2300,16.6,305.64,305.6405,682.55
2009/3/6,85.3,15.28,61.69,47.97,64.03,2327,15.93,308.57,308.5705,683.38
2009/3/9,83.11,15.15,60.49,46.6,64.57,2310.05,15.9,290.89,290.8905,676.53
2009/3/10,88.6275,16.48,65.71,47.78,67.39,2755,19.5,308.17,308.1705,719.6
2009/3/11,92.68,17.11,68.54,47.9,65.77,2740,20.4,317.91,317.9105,721.36
2009/3/12,96.35,17.01,69.58,49,67.15,2780.5,23.2,323.53,323.5306,750.74
2009/3/13,95.93,16.65,68.63,50.64,67.2,2741.5,23.75,324.42,324.4205,756.55
2009/3/16,95.42,16.25,66.98,50.73,66.97,2642,23.09,319.69,319.6905,753.89
2009/3/17,99.66,16.9,71.35,50.72,69.09,2704,25.14,335.34,335.3406,778.12
2009/3/18,101.52,16.96,71.25,50.66,69.17,2737,27.11,333.1,333.1006,794.35
2009/3/19,101.62,17.14,70.1,50.06,68.33,2775,24.95,329.94,329.9406,784.04
2009/3/20,101.59,17.06,69.96,51.67,66.09,2753,23.15,330.16,330.1606,768.54
2009/3/23,107.66,18.33,75.58,53.23,70.53,2941.07,28.86,348.601,348.6006,822.92
2009/3/24,106.83,17.87,72.63,52.45,69.46,2922,26.4,347.32,347.1706,806.12
2009/3/25,106.49,17.88,72.4,52.86,70.16,2900,28.56,344.07,344.0706,813.88
2009/3/26,109.87,18.83,73.69,52.9,71.23,2958,29.1,353.29,353.2906,832.86
2009/3/27,106.85,18.13,70.52,52.83,69.98,2920,27.4,347.7,347.7006,815.94
2009/3/30,104.49,17.48,71.44,53.01,68.63,2810,24.85,342.69,342.6906,787.53
2009/3/31,105.12,18.37,73.44,52.6,68.1,2820,26.58,348.06,348.0606,797.87
2009/4/1,108.69,19.31,73.5,53.04,69.23,2819,28.14,354.09,354.0906,811.08
2009/4/2,112.71,19.29,76.34,52.97,70.25,2906,28.16,362.5,362.5006,834.38
2009/4/3,115.99,18.75,78.17,52.15,70.44,3004,29.28,369.78,369.7806,842.5
2009/4/6,118.45,18.76,77.99,52.2,70.05,2997,28.2,368.24,368.2406,835.48
2009/4/7,115,18.76,75.51,51.36,68.71,2920,27.25,358.65,358.6506,815.55
2009/4/8,116.32,19.19,76.98,51.45,68.96,2915,27.43,362,362.0006,825.16
2009/4/9,119.57,19.67,79.77,51.41,69.84,3051,32.75,372.5,372.5006,856.56
2009/4/13,120.22,19.59,78.94,51.15,68.02,3072,33.7,378.11,378.1106,858.73
2009/4/14,118.31,19.35,77.22,51.37,67.7,2994,30.7,368.91,368.9106,841.5
2009/4/15,117.64,18.83,74.71,51.77,68.14,2983,32.56,379.5,379.5007,852.06
2009/4/16,121.45,19.76,77.25,52.2,67.41,3025,33.24,388.74,388.7407,865.3
2009/4/17,123.42,19.2,78.05,53.05,66.75,3012,33.26,392.24,392.2407,869.6
2009/4/20,120.5,18.61,77.57,52.47,65.29,2929.99,29.69,379.3,379.3007,832.39
2009/4/21,121.76,18.97,78.74,52.46,66.23,2900,32.53,381.47,381.4707,850.08
2009/4/22,121.51,18.78,79.2,51.18,64.75,2801,31.9,383.86,383.8607,843.55
2009/4/23,125.4,18.92,80.61,51.4,65.71,2813,33.21,384.69,384.6907,851.92
2009/4/24,123.9,20.91,84.46,50.92,66.57,2910,33.38,389.49,389.4907,866.23
2009/4/27,124.73,20.4,83.12,50.86,66.13,2931,32.78,385.95,385.9507,857.51
2009/4/28,123.902,19.93,82.4,50.65,67.08,2911.5,32.79,383.71,383.7107,855.16
2009/4/29,125.14,20.25,79.79,51.03,68.44,3073.5,34.48,391.47,391.4707,873.64
2009/4/30,125.83,20.26,80.52,52.36,66.67,3065,33,395.97,395.9707,872.81
2009/5/1,127.24,20.24,78.96,52.59,68.01,3043.95,32.49,393.69,393.6907,877.52
2009/5/4,132.07,20.19,79.77,53.76,68.2,3114.9,35.79,401.9793,401.9807,907.24
